rank,title,title_length,detected_language,content_type,is_short,has_hashtags,views,likes
1,Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children,92,English,Kids/Educational,0,1,16.8B,46.4M
2,Luis Fonsi - Despacito ft. Daddy Yankee,39,English,Music Video,0,0,8.97B,56.0M
3,Wheels on the Bus | @CoComelon Nursery Rhymes & Kids Songs,58,English,Kids/Educational,0,0,8.71B,21.9M
4,Bath Song | @CoComelon Nursery Rhymes & Kids Songs,50,English,Kids/Educational,0,0,7.41B,17.4M
5,Johny Johny Yes Papa 👶 THE BEST Song for Children | Kids Songs | LooLoo Kids,76,English,Kids/Educational,0,0,7.16B,19.3M
6,Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,82,English,Music Video,0,0,6.95B,46.3M
7,Phonics Song with TWO Words - A For Apple - ABC Alphabet Songs with Sounds for Children,87,English,Kids/Educational,0,0,6.92B,0
8,Ed Sheeran - Shape of You (Official Music Video),48,English,Music Video,0,0,6.69B,35.4M
9,PSY - GANGNAM STYLE(강남스타일) M/V,30,Korean,Other,0,0,5.89B,31.6M
10,Crazy Frog - Axel F (Official Video),36,English,Music Video,0,0,5.82B,21.3M
11,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,57,English,Music Video,0,0,5.78B,23.2M
12,Учим цвета Разноцветные яйца на ферме Miroshka Tv,49,Russian,Other,0,0,5.43B,14.1M
13,"El Chombo, Dancing Green Alien - Dame Tu Cosita feat. Cutty Ranks (Official Video)",82,English,Music Video,0,0,5.41B,20.4M
14,श्री हनुमान चालीसा 🌺🙏| Shree Hanuman Chalisa Original Video |🙏🌺| GULSHAN KUMAR | HARIHARAN | 8K,95,Hindi,Other,0,0,5.30B,21.3M
15,Baa Baa Black Sheep | @CoComelon Nursery Rhymes & Kids Songs,60,English,Kids/Educational,0,0,4.77B,10.6M
16,BEST Duo Trick Shots,20,English,Other,0,0,4.70B,28.3M
17,Маша и Медведь (Masha and The Bear) - Маша плюс каша (17 Серия),63,Russian,Other,0,0,4.66B,8.05M
18,लकड़ी की काठी | Lakdi ki kathi | Popular Hindi Children Songs | Animated Songs by JingleToons,92,Hindi,Kids/Educational,0,0,4.57B,15.1M
19,One Two Three | Learn Number | With Slide | Youtube Kids | NuNu Tv Nursery Rhymes #kindergartensong,99,English,Kids/Educational,0,1,4.52B,35.6M
20,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),83,English,Other,0,0,4.48B,24.9M
21,Temu's Big Game Ad Encore TV Commercial 2024,44,English,Ad/Promo,0,0,4.47B,103K
22,हम्प्टी ट्रैन और उसके फल दोस्तों से मिलिए | Humpty the Train on a Fruits Ride | Kiddiestv Hindi,95,Hindi,Other,0,0,4.39B,12.1M
23,OneRepublic - Counting Stars,28,English,Other,0,0,4.38B,19.0M
24,Baby Shark | @CoComelon Nursery Rhymes & Kids Songs,51,English,Kids/Educational,0,0,4.36B,9.61M
25,Maroon 5 - Sugar (Official Music Video),39,English,Music Video,0,0,4.36B,16.9M
26,Katy Perry - Roar,17,English,Other,0,0,4.29B,17.9M
27,Katy Perry - Dark Horse ft. Juicy J,35,English,Music Video,0,0,4.14B,18.8M
28,Ed Sheeran - Perfect (Official Music Video),43,English,Music Video,0,0,4.13B,23.4M
29,Justin Bieber - Sorry (PURPOSE : The Movement),46,English,Other,0,0,4.08B,17.6M
30,Passenger | Let Her Go (Official Video),39,English,Music Video,0,0,4.03B,18.5M
31,Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),60,English,Music Video,0,0,3.99B,22.7M
32,Ed Sheeran - Thinking Out Loud (Official Music Video),53,English,Music Video,0,0,3.99B,15.9M
33,تغطية مباشرة | تابعوا التطورات المتسارعة عبر البث الحي لقناة الجزيرة,68,Arabic,Other,0,0,3.96B,2.41M
34,Alan Walker - Faded,19,English,Ad/Promo,0,0,3.94B,29.9M
35,Bhai behen ka pyar 🤩 behen ne bahar nikal liya #shorts #sister #viral #village #emotional,89,English,Short,1,1,3.91B,27.3M
36,Anaya or Papa Ne ki Masti,25,English,Other,0,0,3.91B,26.7M
37,Join Google One | More storage,30,English,Other,0,0,3.91B,46.5K
38,Major Lazer & DJ Snake - Lean On (feat. MØ) [Official 4K Music Video],69,English,Music Video,0,0,3.89B,18.3M
39,The Gummy Bear Song - Long English Version,42,English,Other,0,0,3.87B,9.26M
40,"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona",61,English,Music Video,0,0,3.80B,11.8M
41,Taylor Swift - Blank Space,26,English,Other,0,0,3.77B,16.5M
42,009 1001 FriendsForever APAC IND Acq EN DV360 1920x1080 16s Null FB M0 286,74,English,Other,0,0,3.74B,0
43,أغنية هالصيصان شو حلوين 2018,28,Arabic,Other,0,0,3.71B,13.0M
44,Taylor Swift - Shake It Off,27,English,Other,0,0,3.66B,14.1M
45,Paytm IPL 2021 Ad - The Salon (English),39,English,Ad/Promo,0,0,3.66B,58.6K
46,Idina Menzel - Let It Go (From Frozen/Sing-Along),49,English,Other,0,0,3.64B,9.17M
47,"J Balvin, Willy William - Mi Gente (Official Video)",51,English,Music Video,0,0,3.62B,19.0M
48,YouTube: Hit Pause with a power up break,40,English,Other,0,0,3.58B,20.6M
49,Justin Bieber - Baby ft. Ludacris,33,English,Kids/Educational,0,0,3.57B,27.7M
50,UPA CAVALINHO - Galinha Pintadinha 4 - OFICIAL,46,English,Ad/Promo,0,0,3.55B,8.50M
51,YouTube: Hit Pause with a musical dance break,45,English,Other,0,0,3.53B,20.3M
52,Yummy Fruits & Vegetables | D Billions Kids Songs,49,English,Kids/Educational,0,0,3.53B,6.64M
53,Spider man 🕷👶💃,14,English,Other,0,0,3.53B,23.9M
54,Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video],74,English,Music Video,0,0,3.49B,15.8M
55,YouTube: Hit Pause with a face yoga break,41,English,Fitness,0,0,3.45B,20.3M
56,Main Tota Hindi Rhyme | Children Hindi Rhyme | मैं तोता मैं तोता | Kids Channel India | Hindi Rhyme,99,Hindi,Kids/Educational,0,0,3.44B,10.8M
57,Yes Yes Vegetables Song | @CoComelon Nursery Rhymes & Kids Songs,64,English,Kids/Educational,0,0,3.41B,7.13M
58,The Chainsmokers - Closer (Lyric) ft. Halsey,44,English,Music Video,0,0,3.37B,14.8M
59,009 1225 GetInspiredOnGroups Crafts GLOBAL Acq EN UAC 1920x1080 21s Null FB M0 267,82,English,Other,0,0,3.35B,0
60,Yes Yes Playground Song | @CoComelon Nursery Rhymes & Kids Songs,64,English,Kids/Educational,0,0,3.34B,7.56M
61,على الروضه الحلوه 🤩#shorts,26,Arabic,Short,1,1,3.29B,0
62,Dua Lipa - New Rules (Official Music Video),43,English,Music Video,0,0,3.26B,18.3M
63,Adele - Hello (Official Music Video),36,English,Music Video,0,0,3.25B,19.2M
64,MOWGLI HAI JUNGLE KA RAJA ! | जंगल बुक नया एपिसोड | SEASON 3 = Jungle Book,74,Hindi,Other,0,0,3.23B,0
65,Maa Kitna Khayal Rakhti Hai Giggy Ka 🤗❣️,40,English,Other,0,0,3.21B,25.2M
66,Happy Halloween!!! 🎃,20,English,Other,0,0,3.21B,24.7M
67,ЗА ЧТО ЧАПИТОСИКИ ТАК?🥹🥹,24,Russian,Other,0,0,3.19B,22.5M
68,twenty one pilots: Stressed Out [OFFICIAL VIDEO],48,English,Music Video,0,0,3.19B,20.5M
69,Aaj Tak LIVE TV: Iran War Updates | Donald Trump | LPG Price Hike | PM Modi | Hindi News,88,English,Other,0,0,3.19B,2.56M
70,Bruno Mars - The Lazy Song (Official Music Video),49,English,Music Video,0,0,3.18B,16.4M
71,Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video],71,English,Music Video,0,0,3.16B,14.9M
72,Большой против Маленького пранк #shorts от Andi like,53,Russian,Short,1,1,3.16B,22.8M
73,jai veeru ki yaari🤪🤪👭👭 | #shorts #viralshorts #trending #7seven brothers,72,English,Short,1,1,3.15B,23.9M
74,Shakira - Chantaje (Official Video) ft. Maluma,46,English,Music Video,0,0,3.15B,11.5M
75,Plaza Sésamo: Comegalletas ama las galletas | Short,51,English,Other,0,0,3.15B,21.5M
76,Daddy Yankee & Snow - Con Calma (Video Oficial),47,English,Music Video,0,0,3.14B,14.9M
77,"Pedro Capó, Farruko - Calma (Remix - Official Video)",52,English,Music Video,0,0,3.11B,14.1M
78,"Monica Toy | Imitoys - If you can't imitate, just stay home! #MonicaToy #shorts",79,English,Short,1,1,3.10B,30.0M
79,Eminem - Love The Way You Lie ft. Rihanna,41,English,Music Video,0,0,3.10B,15.0M
80,Spider - Man VS T - Rex,23,English,Challenge/Experiment,0,0,3.08B,22.0M
81,009 214 HeartShapedWorld Acq EN UAC 1920x1080 15s V1 FB,55,English,Other,0,0,3.07B,7.56K
82,حرف الدي D 💜🔎دونت بي لااات😼🤒,28,Arabic,Other,0,0,3.06B,23.2M
83,Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,65,English,Music Video,0,0,3.06B,13.1M
84,ماما حبيبتي بابا حبيبي😳🥰😳,25,Arabic,Other,0,0,3.05B,24.8M
85,🐘 Ek Mota Hathi | एक मोटा हाथी | Hindi Rhymes for Kids,54,Hindi,Kids/Educational,0,0,2.99B,8.62M
86,Imagine Dragons - Believer (Official Music Video),49,English,Music Video,0,0,2.96B,23.1M
87,Mud Prado seems to be missing something. The highest level of playing with mud.,79,English,Ad/Promo,0,0,2.96B,25.1M
88,Color & Fruit Sorting Fun! 🍇🎨 Easy Game for Toddlers #shorts,60,English,Short,1,1,2.96B,25.7M
89,Old MacDonald Had a Farm - Kids nursery rhymes,46,English,Kids/Educational,0,0,2.95B,8.13M
90,"Calvin Harris, Rihanna - This Is What You Came For (Official Video)",67,English,Music Video,0,0,2.92B,11.7M
91,"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)",69,English,Other,0,0,2.92B,17.7M
92,Johny Johny Yes Papa Nursery Rhyme | Part 3 - 3D Animation Rhymes & Songs for Children,86,English,Kids/Educational,0,0,2.91B,4.98M
93,Sia - Chandelier (Official Video),33,English,Music Video,0,0,2.90B,13.8M
94,El Baile del Sapito - Las Canciones Dela Granja - Canciones infantiles dela granja,82,English,Other,0,0,2.90B,5.66M
95,Bubble Shooter Playing with Family,34,English,Other,0,0,2.88B,21.9M
96,Peek A Boo | @CoComelon Nursery Rhymes & Kids Songs,51,English,Kids/Educational,0,0,2.86B,5.04M
97,Chal Chal Gurram | Telugu Rhymes for Children | Infobells,57,English,Kids/Educational,0,0,2.85B,7.96M
98,Keysha Bermain Mengisi Air Dalam Balon Daddy Finger Nursery Rhymes | Learn Colors With Balloons,95,English,Kids/Educational,0,0,2.84B,9.26M
99,J.Geco - Chicken Song,21,English,Other,0,0,2.83B,11.5M
100,Adele - Rolling in the Deep (Official Music Video),50,English,Music Video,0,0,2.83B,14.2M
101,الاخ سند 🥰 عندي اخ واخت 🤍 خبروني كام اخ عندكن حبايبي #family #sultanfayzo,73,Arabic,Other,0,1,2.82B,20.8M
102,Natti Natasha ❌ Ozuna - Criminal [Official Video],49,English,Music Video,0,0,2.81B,9.36M
103,Bongkar Pasir Dulu,18,English,Other,0,0,2.80B,17.0M
104,Christina Perri - A Thousand Years [Official Music Video],57,English,Music Video,0,0,2.78B,16.9M
105,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)",76,English,Music Video,0,0,2.78B,20.6M
106,Baby Shark | Kids Songs and Nursery Rhymes | Animal Songs from Bounce Patrol,76,English,Kids/Educational,0,0,2.78B,6.77M
107,"Jennifer Lopez, Pitbull - On The Floor",38,English,Other,0,0,2.77B,11.7M
108,"D Billions - Shake, shake your body! Clap, Clap, Cha Cha Cha!",61,English,Other,0,0,2.77B,6.37M
109,009 363 ReelsUpdates Acq HI TR UAC 1080x1620 30s IG,51,English,Other,0,0,2.74B,0
110,The Weeknd - Starboy ft. Daft Punk (Official Video) ft. Daft Punk,65,English,Music Video,0,0,2.73B,13.2M
111,Happy Birthday to you 🎉🎉,24,English,Other,0,0,2.73B,23.4M
112,El Gallo y la Pata - Canciones de la Granja de Zenón 2,54,English,Other,0,0,2.70B,5.30M
113,Meghan Trainor - All About That Bass (Official Video),53,English,Music Video,0,0,2.69B,10.0M
114,Marshmello - Alone (Official Music Video),41,English,Music Video,0,0,2.69B,27.0M
115,Shawn Mendes - Treat You Better,31,English,Other,0,0,2.68B,12.2M
116,Bandar Mama Pahan Pajama - 3D Animated Hindi Rhymes,51,English,Kids/Educational,0,0,2.68B,7.43M
117,Numb (Official Music Video) [4K UPGRADE] – Linkin Park,54,English,Music Video,0,0,2.68B,15.3M
118,سبحان الله والحمد لله 😊,23,Arabic,Other,0,0,2.66B,19.8M
119,John Legend - All of Me (Official Video),40,English,Music Video,0,0,2.66B,14.0M
120,009 531 TheWorldIsOnFacebook Animated Acq EN UAC 1920x1080 15s FB,65,English,Other,0,0,2.65B,0
121,MAGIC! - Rude (Official Video),30,English,Music Video,0,0,2.65B,12.4M
122,"Becky G, Bad Bunny - Mayores (Official Video)",45,English,Music Video,0,0,2.64B,8.92M
123,El señor del saco 😂 #shorts #viral #humor #youtubeshorts #baby #comedy #shortvideo #feedshorts,94,English,Short,1,1,2.64B,20.5M
124,50 Cent - In Da Club (Official Music Video),43,English,Music Video,0,0,2.63B,14.9M
125,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],74,English,Music Video,0,0,2.62B,17.9M
126,🔴LIVE | TV9 KANNADA NEWS | ಟಿವಿ9 ಕನ್ನಡ ನ್ಯೂಸ್ ಲೈವ್ | TV9 KANNADA NEWS LIVE | DAVANAGERE BY ELECTION,99,English,Ad/Promo,0,0,2.62B,2.02M
127,اختارو هدايا بالالوان😲 شوفوا عملوا ايه❤ #shorts,47,Arabic,Short,1,1,2.61B,20.8M
128,FUNK do Pão de Queijo | Bolofofos,33,English,Other,0,0,2.60B,6.91M
129,Gumball Machine Sharing is Caring Lesson with Maddie & Charlotte,64,English,Tutorial/Educational,0,0,2.60B,26.0M
130,"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)",56,English,Music Video,0,0,2.59B,6.95M
131,"Casper, Nio García, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)",87,English,Music Video,0,0,2.58B,10.9M
132,La Vaca Lola - Canciones de La Granja de Zenón 2,48,English,Other,0,0,2.55B,6.40M
133,Rihanna - Diamonds,18,English,Other,0,0,2.55B,12.4M
134,Diana - LIKE IT - Kids Song (Official Video),44,English,Kids/Educational,0,0,2.54B,7.22M
135,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",54,English,Music Video,0,0,2.54B,12.6M
136,LA VACA LOLA | Canciones Infantiles | Toy Cantando,50,English,Kids/Educational,0,0,2.54B,6.99M
137,Skateboarding Down the Steps,28,English,Other,0,0,2.53B,14.8M
138,Anaya Ke Dance Ke Liye Ek Like To Banta Hai 👍🏻❤️,48,English,Other,0,0,2.53B,26.1M
139,Phonics Song 2 with TWO Words in 3D - A For Airplane - ABC Alphabet Songs with Sounds for Children,98,English,Kids/Educational,0,0,2.53B,6.54M
140,LNS - Hãy chia sẻ tình yêu thương || Let's share the love 🥰 #shorts,67,English,Short,1,1,2.52B,22.2M
141,How to draw a Spider-Man 🕷️🕸️🎨,30,English,Tutorial/Educational,0,0,2.52B,19.3M
142,This Is The Way | Kids Songs | Super Simple Songs,49,English,Kids/Educational,0,0,2.52B,5.16M
143,पापा ऐसे ही होते हैं,20,Hindi,Other,0,0,2.52B,19.9M
144,Avicii - Wake Me Up (Official Video),36,English,Music Video,0,0,2.50B,12.9M
145,Bruno Mars - That’s What I Like [Official Music Video],54,English,Music Video,0,0,2.50B,14.4M
146,parent's dutyPart4 親の務め4,24,Chinese,Other,0,0,2.50B,18.4M
147,The Chainsmokers & Coldplay - Something Just Like This (Official Lyric Video),77,English,Music Video,0,0,2.49B,11.4M
148,"Luis Fonsi, Demi Lovato - Échame La Culpa",41,English,Other,0,0,2.49B,10.6M
149,Best papa 😍#shorts,18,English,Short,1,1,2.48B,15.7M
150,BATMAN BEAT UP MY DAD #shorts,29,English,Short,1,1,2.47B,19.7M
151,Adele - Someone Like You (Official Music Video),47,English,Music Video,0,0,2.47B,11.6M
152,Wheels On The Bus + More | Nursery Rhymes for for Babies by LittleBabyBum,73,English,Kids/Educational,0,0,2.47B,0
153,RC Dump Truck Gets Accident of Sand Avalanche! 😱 #shorts #rc #accident,70,English,Short,1,1,2.46B,14.5M
154,Canción Hermano Juan | Infantiles Español Are you sleeping,58,English,Other,0,0,2.45B,4.92M
155,يلا يلا يا بناااااات 🥰😱😂🥰💐,26,Arabic,Other,0,0,2.44B,16.0M
156,Car race with monster 👻 #shorts,31,English,Short,1,1,2.44B,20.0M
157,Fifth Harmony - Worth It (Official Video) ft. Kid Ink,53,English,Music Video,0,0,2.42B,12.4M
158,"Rain, Rain, Go Away Nursery Rhyme With Lyrics - Cartoon Animation Rhymes & Songs for Children",93,English,Kids/Educational,0,0,2.41B,0
159,assalamu'alaikum atok😃 #fyp #shorts,35,English,Short,1,1,2.41B,14.8M
160,Guns N' Roses - November Rain,29,English,Other,0,0,2.41B,8.50M
161,Ariana Grande ft. Nicki Minaj - Side To Side (Official Video) ft. Nicki Minaj,77,English,Music Video,0,0,2.41B,12.9M
162,🤣 Tati este permisiv 😵‍💫 Dad vs Mom at the amusement park 😎 #shorts by #melimi,78,English,Short,1,1,2.41B,15.8M
163,ROSÉ & Bruno Mars - APT. (Official Music Video),48,English,Music Video,0,0,2.41B,17.8M
164,Ellie Goulding - Love Me Like You Do (Official Video),53,English,Music Video,0,0,2.40B,13.8M
165,Family time🥰❤️,14,English,Other,0,0,2.40B,23.2M
166,"Billie Eilish, Khalid - lovely",30,English,Other,0,0,2.39B,28.9M
167,Twinkle Twinkle Little Star | Nursery Rhymes for Kids | Super Simple Songs,74,English,Kids/Educational,0,0,2.38B,4.70M
168,Los Ángeles Azules - Nunca Es Suficiente ft. Natalia Lafourcade (Live),70,English,Music Video,0,0,2.38B,6.13M
169,Imagine Dragons - Thunder,25,English,Other,0,0,2.38B,13.4M
170,Old MacDonald | @CoComelon Nursery Rhymes & Kids Songs,54,English,Kids/Educational,0,0,2.38B,6.43M
171,BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V,38,Korean,Other,0,0,2.37B,24.7M
172,a-ha - Take On Me (Official Video) [4K],39,English,Music Video,0,0,2.37B,12.6M
173,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,46,English,Music Video,0,0,2.37B,15.9M
174,Romeo Santos - Propuesta Indecente (Official Video),51,English,Music Video,0,0,2.37B,6.46M
175,Eminem - Without Me (Official Music Video),42,English,Music Video,0,0,2.37B,16.3M
176,twenty one pilots: Heathens (from Suicide Squad: The Album) [OFFICIAL VIDEO],76,English,Music Video,0,0,2.35B,16.9M
177,Best Learning Video for Toddlers Learn Colors with Crayon Surprises!,68,English,Tutorial/Educational,0,0,2.35B,2.72M
178,Roma and Diana learn the alphabet / ABC song,44,English,Tutorial/Educational,0,0,2.34B,4.78M
179,رورو كسبت التحدي مع بابا😲 شوفوا عملت ايه❤ #shorts,49,Arabic,Short,1,1,2.34B,16.8M
180,who loves FROZEN? ❄️ #frozen,28,English,Other,0,1,2.33B,10.3M
181,X (EQUIS) - Nicky Jam x J. Balvin | Video Oficial (Prod. Afro Bros & Jeon),74,English,Music Video,0,0,2.33B,10.7M
182,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin - China (Video Oficial)",73,English,Music Video,0,0,2.32B,9.24M
183,"Becky G, NATTI NATASHA - Sin Pijama (Official Video)",52,English,Music Video,0,0,2.31B,9.41M
184,009 211 Baton Recut 1920x1080 15s,33,English,Other,0,0,2.31B,29.3K
185,Justin Bieber - What Do You Mean?,33,English,Other,0,0,2.31B,10.9M
186,T2_gPay_IN_QR_Local-Shops_H_16X9_16s_C_PA-l_UI_N-Pr_B_Ill_Bl_ST-NIL_VO_hi_ACi,77,English,Other,0,0,2.30B,1.60K
187,The Chainsmokers - Don't Let Me Down (Official Video) ft. Daya,62,English,Music Video,0,0,2.30B,13.6M
188,Don't forget to rinse your mouth as the last step of brushing your teeth!,73,English,Other,0,0,2.30B,15.3M
189,🤪 #londonbridges #kidssong 🎵 #funny,35,English,Kids/Educational,0,1,2.29B,10.7M
190,The Weeknd - The Hills,22,English,Other,0,0,2.28B,13.3M
191,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),43,English,Music Video,0,0,2.28B,16.4M
192,🔴 AO VIVO do Pinkfong #shorts,29,English,Short,1,1,2.27B,15.9M
193,"ROSALÍA, J Balvin - Con Altura (Official Video) ft. El Guincho",62,English,Music Video,0,0,2.27B,9.94M
194,Sister saved her life - daddy’s love - always help those in need #shorts,72,English,Short,1,1,2.27B,18.9M
195,Piso 21 - Déjala Que Vuelva (feat. Manuel Turizo) [Video Oficial],65,English,Music Video,0,0,2.25B,4.27M
196,Future - Life Is Good (Official Music Video) ft. Drake,54,English,Music Video,0,0,2.25B,10.4M
197,Ellie and Maddie's Playroom: A Lesson in Sharing,48,English,Tutorial/Educational,0,0,2.25B,25.6M
198,Coldplay - Hymn For The Weekend (Official Video),48,English,Music Video,0,0,2.24B,16.0M
199,Eric and Ellie Magical Colorful Door Adventure,46,English,Ad/Promo,0,0,2.23B,19.6M
200,In The End [Official HD Music Video] - Linkin Park,50,English,Music Video,0,0,2.22B,13.7M
201,J. Balvin - Ay Vamos (Official Video),37,English,Music Video,0,0,2.21B,6.18M
202,Ellie's Ice Cream Adventure: A Lesson in Line Etiquette! 🍦😊🍨👫 #shorts,69,English,Short,1,1,2.21B,21.0M
203,Spider-Man Parkour in real life! #shorts,40,English,Short,1,1,2.21B,14.2M
204,Rag'n'Bone Man - Human (Official Video),39,English,Music Video,0,0,2.20B,13.3M
205,T2_gPay_IN_QR_Sweet-Shop-Revised_H_16X9_21s_C_PA-l_UI_N-Pr_W_Ill_Bl_ST_VO_hi_ACi,80,English,Other,0,0,2.20B,795K
206,BLACKPINK - 'Kill This Love' M/V,32,English,Other,0,0,2.19B,26.5M
207,clay waffle #shorts #youtubeshorts,34,English,Short,1,1,2.17B,11.3M
208,mainan anak angsa warna warni 💖🦖💖🦆💖,35,English,Other,0,0,2.16B,12.5M
209,Sister love 💕 #shorts,21,English,Short,1,1,2.15B,22.3M
210,I WANT SUMO | Doritos Commercial | #superbowl #commercials,58,English,Ad/Promo,0,1,2.15B,3.94M
211,Diana and Roma in the Shapes House Adventure,44,English,Ad/Promo,0,0,2.15B,14.6M
212,Nirvana - Smells Like Teen Spirit (Official Music Video),56,English,Music Video,0,0,2.15B,15.1M
213,Bruno Mars - Just The Way You Are (Official Music Video),56,English,Music Video,0,0,2.14B,9.24M
214,Main Tota Hare Rang Ka | Hindi Rhymes | मैं तोता मैं तोता | Hindi Rhymes For Kids | Baby Songs Hindi,100,Hindi,Kids/Educational,0,0,2.14B,7.75M
215,4 Non Blondes - What's Up (Official Music Video),48,English,Music Video,0,0,2.13B,8.84M
216,David Guetta - Titanium ft. Sia (Official Video),48,English,Music Video,0,0,2.13B,9.86M
217,O BEBÊ! #educaçãoinfantil #infantil #criança #primeirainfancia #bebezinho,73,English,Other,0,1,2.13B,11.0M
218,Agility Drill using Cones and Ladder to Improve Speed and Explosive Power for 8 years old Kids,94,English,Kids/Educational,0,0,2.12B,19.0M
219,Drake - Hotline Bling,21,English,Other,0,0,2.12B,11.5M
220,Hush a Bye Baby | Lullaby for Babies | Infobells,48,English,Kids/Educational,0,0,2.12B,5.51M
221,"Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj",51,English,Music Video,0,0,2.12B,11.4M
222,LNS - Nàng Bạch Tuyết Cô Đơn Giữa Đêm Giáng Sinh || Lonely Snow White Christmas Eve #shorts,91,English,Short,1,1,2.11B,26.4M
223,Baby im Bauch: Das süßeste Familienlied!👶💖 #Kinderlieder #Babys #Familie #shorts,80,English,Short,1,1,2.11B,14.9M
224,Diana and her Barbie car - Camping adventure,44,English,Ad/Promo,0,0,2.11B,6.24M
225,ChuChu TV Numbers Song - NEW Short Version - Number Rhymes For Children,71,English,Kids/Educational,0,0,2.11B,0
226,The Weeknd - Save Your Tears (Official Music Video),51,English,Music Video,0,0,2.10B,10.7M
227,Sick Song | CoComelon Nursery Rhymes & Kids Songs,49,English,Kids/Educational,0,0,2.09B,4.29M
228,Daddy Yankee - Dura (Video Oficial),35,English,Music Video,0,0,2.08B,9.44M
229,Rose Makes Brownies #shorts,27,English,Short,1,1,2.08B,24.2M
230,Dona Aranha - Galinha Pintadinha 3 - OFICIAL,44,English,Ad/Promo,0,0,2.08B,4.23M
231,HUGE EGGS Surprise Toys Challenge with Inflatable water slide,61,English,Kids/Educational,0,0,2.08B,2.73M
232,Rabbit Went Over The Mountain | Nursery Rhymes & Kids Songs | NuNu Tv #childrensongs #toddlersongs,98,English,Kids/Educational,0,1,2.07B,12.2M
233,BTS (방탄소년단) 'Dynamite' Official MV,34,Korean,Music Video,0,0,2.06B,39.1M
234,Eminem - Not Afraid,19,English,Other,0,0,2.06B,13.0M
235,Una Lady Como Tú - MTZ Manuel Turizo | Video Oficial,52,English,Music Video,0,0,2.06B,6.20M
236,Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),58,English,Music Video,0,0,2.06B,6.45M
237,Michael Jackson - Billie Jean (Official Video),46,English,Music Video,0,0,2.06B,13.5M
238,Camila Cabello - Havana (Audio) ft. Young Thug,46,English,Music Video,0,0,2.05B,11.0M
239,Christmas Princess ✨🎄👑 #glitter #glitterdress #colorfulcreativekids #christmas #color,85,English,Kids/Educational,0,1,2.05B,17.9M
240,This Is The Way We Get Dressed | Kids Songs | Super Simple Songs,64,English,Kids/Educational,0,0,2.04B,5.64M
241,Danny Ocean - Me Rehúso (Official Audio),40,English,Other,0,0,2.04B,6.35M
242,Coldplay - Paradise (Official Video),36,English,Music Video,0,0,2.04B,9.82M
243,Queen – Bohemian Rhapsody (Official Video Remastered),53,English,Music Video,0,0,2.04B,13.9M
244,Lady Gaga - Bad Romance (Official Music Video),46,English,Music Video,0,0,2.03B,10.1M
245,P!nk - Just Give Me A Reason ft. Nate Ruess,43,English,Music Video,0,0,2.02B,7.59M
246,Johny Johny Yes Papa and Many More Videos | Popular Nursery Rhymes Collection by ChuChu TV,90,English,Kids/Educational,0,0,2.01B,0
247,☀️ Summer Fun at the Beach ☀️ Talking Angela (Shorts Combo),59,English,Other,0,0,2.01B,5.39M
248,Surprise Eggs Kids Songs | TigiBoo | Nursery Rhymes,51,English,Kids/Educational,0,0,2.00B,2.52M
249,CantaJuego - Soy Una Taza (Version Mexico),42,English,Other,0,0,2.00B,3.22M
250,Silentó - Watch Me (Whip/Nae Nae) (Official),44,English,Other,0,0,2.00B,11.3M
251,Johny Johny Yes Papa! | BEST Songs for Kids! #johnyjohnyyespapa #johnyjohny #shorts,83,English,Short,1,1,1.99B,12.7M
252,"1st CLASS-(Unit5)FRUITS..Apple apple,Red red apple( rhyme)by SREENIVASULU BIKKI.Pamidi. ANANTAPUR",97,English,Other,0,0,1.99B,4.45M
253,009 227 StayConnected EN 1920x1080 15s,38,English,Other,0,0,1.98B,0
254,Tom 🍓 Jerry (Rithvi&Kavi)Real End Twist 😂🎈 #shorts,50,English,Short,1,1,1.98B,18.8M
255,Coolio - Gangsta's Paradise (feat. L.V.) [Official Music Video],63,English,Music Video,0,0,1.97B,14.9M
256,BLACKPINK - 'How You Like That' DANCE PERFORMANCE VIDEO,55,English,Other,0,0,1.97B,19.9M
