rank,title,title_length,detected_language,content_type,is_short,has_hashtags,views,likes
819,"Jagga Jasoos: Galti Se Mistake Video Song | Ranbir, Katrina | Pritam, Arijit, Amit | Amitabh B",94,English,Other,0,0,1.14B,4.10M
820,Baby Shark do doo do do doo! 🦈 #shorts #babyshark,49,English,Short,1,1,1.14B,11.2M
821,Pharrell Williams - Happy (Official Music Video),48,English,Music Video,0,0,1.14B,4.92M
822,His reaction. 😅😂#shorts,23,English,Short,1,1,1.13B,19.1M
823,Marc Anthony - Flor Pálida (Official Video),43,English,Music Video,0,0,1.13B,2.18M
824,Camila Cabello - Havana (Official Video) ft. Young Thug,55,English,Music Video,0,0,1.13B,11.8M
825,La canción del baño | Canciones infantiles | LittleBabyBum,58,English,Kids/Educational,0,0,1.13B,1.97M
826,Turning Statues Into Food!! (Delicious),39,English,Food/Cooking,0,0,1.13B,16.7M
827,Little Mix - Black Magic (Official Video),41,English,Music Video,0,0,1.13B,8.47M
828,50 Cent - Candy Shop (Official Music Video) ft. Olivia,54,English,Music Video,0,0,1.13B,6.47M
829,Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video),76,English,Music Video,0,0,1.13B,5.50M
830,Bad Bunny ft. Chencho Corleone - Me Porto Bonito (Video Oficial) | Un Verano Sin Ti,83,English,Music Video,0,0,1.13B,5.00M
831,NIK-L-NIP Wax Bottle 닉클립 왁스병 캔디 Mukbang 먹방 DONA 도나,50,Korean,Other,0,0,1.13B,2.52M
832,Halsey - Without Me,19,English,Other,0,0,1.12B,9.82M
833,Miley Cyrus - Party In The U.S.A. (Official Video),50,English,Music Video,0,0,1.12B,4.96M
834,One Direction - Drag Me Down (Official Video),45,English,Music Video,0,0,1.12B,9.76M
835,Madonna - La Isla Bonita (Official Video),41,English,Music Video,0,0,1.12B,4.67M
836,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,76,English,Music Video,0,0,1.12B,12.8M
837,பாம் பாம் பாம் பாம் பேருந்து - School Bus Song | Tamil Rhymes for Children | Infobells,86,Tamil,Kids/Educational,0,0,1.12B,3.47M
838,Speed Cleaning Our Studio Before Our Boss Arrives,49,English,Other,0,0,1.12B,18.4M
839,Travis Scott - goosebumps (Official Video) ft. Kendrick Lamar,61,English,Music Video,0,0,1.12B,10.2M
840,Cedarmont Kids - If You're Happy And You Know It,48,English,Kids/Educational,0,0,1.12B,2.96M
841,"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz",43,English,Music Video,0,0,1.12B,9.12M
842,Rihanna - What's My Name? ft. Drake,35,English,Music Video,0,0,1.12B,3.78M
843,When I bought a quirky water gun hahaha with something very new gun toy time to arrange it,90,English,Kids/Educational,0,0,1.12B,14.7M
844,Waxing the SpongeBob leg,24,English,Other,0,0,1.12B,12.8M
845,India TV LIVE: Aaj Ki Baat | Nepal Protest Updates | PM Modi | France Protest | AAP | Sanjay Singh,98,English,Challenge/Experiment,0,0,1.12B,1.12M
846,"La Adictiva Banda San José de Mesillas - Después de Ti, ¿Quién?",63,English,Ad/Promo,0,0,1.12B,1.98M
847,Gorillaz - Feel Good Inc. (Official Video),42,English,Music Video,0,0,1.12B,9.06M
848,Jaha Tum Rahoge | Maheruh | Amit Dolawat & Drisha More | Altamash Faridi | Kalyan Bhardhan,90,English,Other,0,0,1.12B,1.84M
849,حميدو - طيور بيبي | Toyor Baby,30,Arabic,Kids/Educational,0,0,1.11B,0
850,"Reik - Me Niego ft. Ozuna, Wisin",32,English,Music Video,0,0,1.11B,3.90M
851,Wedding behind the scenes photography,37,English,Other,0,0,1.11B,16.7M
852,Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),50,English,Music Video,0,0,1.11B,3.95M
853,Sami and amira play Indoor Games and have fun,45,English,Other,0,0,1.11B,0
854,Tom & Jerry ( Anu&Rithvi) Part 2 #shorts,40,English,Short,1,1,1.11B,17.6M
855,R. City - Locked Away (Official Video) ft. Adam Levine,54,English,Music Video,0,0,1.11B,6.35M
856,Michael Jackson - Thriller (Official 4K Video),46,English,Other,0,0,1.11B,8.69M
857,Cobra Kai I YouTube Originals,29,English,Other,0,0,1.11B,1.12K
858,"Yuridia, Ángela Aguilar - Qué Agonía (Video Oficial)",52,English,Music Video,0,0,1.11B,2.49M
859,"HA-ASH - Perdón, Perdón (Primera Fila - Hecho Realidad [En Vivo])",65,English,Ad/Promo,0,0,1.11B,3.24M
860,Jay Wheeler - La Curiosidad ft. Myke Towers (Official Video),60,English,Music Video,0,0,1.11B,3.64M
861,Wham! - Last Christmas (Official Video),39,English,Music Video,0,0,1.10B,6.02M
862,Katy Perry - The One That Got Away (Official Music Video),57,English,Music Video,0,0,1.10B,5.12M
863,"Color song , Learn Colors Ball with Mommy,Öykü and cute characters",66,English,Tutorial/Educational,0,0,1.10B,2.95M
864,Soccer Song (Football Song) | @CoComelon Nursery Rhymes & Kids Songs,68,English,Kids/Educational,0,0,1.10B,1.71M
865,JESSE & JOY – ¡Corre! (Video Oficial),37,English,Music Video,0,0,1.10B,3.08M
866,24 News Live TV | Kerala Assembly Election 2026 | Malayalam News Live | HD Live Streaming | 24 News,99,English,Live Stream,0,0,1.10B,728K
867,Kendrick Lamar - HUMBLE.,24,English,Other,0,0,1.10B,9.10M
868,Maluma - Sin Contrato (Official Video),38,English,Music Video,0,0,1.09B,2.34M
869,2024 New Heart Touching Beautiful Naat Sharif - Hasbi Rabbi - Huda Sisters - Hi-Tech Islamic Naats,98,English,Other,0,0,1.09B,5.02M
870,"Mau y Ricky, Manuel Turizo, Camilo - Desconocidos (Official Video)",66,English,Music Video,0,0,1.09B,3.39M
871,Nicki Minaj - Super Bass (Official Video),41,English,Music Video,0,0,1.09B,5.07M
872,aj amaira n bnaya paneer #thegeetagurjar #shorts,48,English,Short,1,1,1.09B,13.6M
873,Maroon 5 - Girls Like You ft. Cardi B (Volume 2) (Official Music Video),71,English,Music Video,0,0,1.09B,5.19M
874,Sebastián Yatra - No Hay Nadie Más (Official Video),51,English,Music Video,0,0,1.09B,4.49M
875,"Karol G, Bad Bunny - Ahora Me Llama (Official Video)",52,English,Music Video,0,0,1.09B,4.65M
876,"Tainy, J. Balvin - Agua (Music From ""Sponge On The Run"" Movie)",62,English,Film/Documentary,0,0,1.09B,8.37M
877,Diana Pretend Play with Princess Carriage Inflatable Toy,56,English,Kids/Educational,0,0,1.09B,2.89M
878,Heera 💎 ko smjh nahi aaya kya #vivaanandtanya,45,English,Other,0,1,1.08B,5.40M
879,Evanescence - My Immortal (Official HD Music Video),51,English,Music Video,0,0,1.08B,6.15M
880,Soltera Remix - Lunay X Daddy Yankee X Bad Bunny ( Video Oficial ),66,English,Music Video,0,0,1.08B,5.50M
881,"Any Gabrielly - Saber Quem Sou (De ""Moana"")",43,English,Other,0,0,1.08B,4.53M
882,Hold Your Pencil LIKE A PRO with This Easy Trick! ✏️ ✋ #kidslearning #funforkids #diyforkids,92,English,Kids/Educational,0,1,1.08B,5.05M
883,Lakdi ki kathi | लकड़ी की काठी | Popular Hindi Children Songs | Animated Songs by JingleToons,93,Hindi,Kids/Educational,0,0,1.08B,3.83M
884,Clean Bandit - Solo (feat. Demi Lovato) [Official Video],56,English,Music Video,0,0,1.08B,7.27M
885,Dua Lipa - Levitating Featuring DaBaby (Official Music Video),61,English,Kids/Educational,0,0,1.08B,8.58M
886,Boo Boo Song plus more Baby Songs - ChuChu TV Baby Nursery Rhymes & Kids Songs - Baby Taku’s World,98,English,Kids/Educational,0,0,1.08B,3.29M
887,Man Vs Cartoon Characters (animation meme) #boyanddragon #shorts,64,English,Short,1,1,1.08B,9.79M
888,Wait for twist🤣 #grandmastiarpit #funny #funnycomedy @ARPITBHIYAINDORI,70,English,Comedy/Entertainment,0,1,1.08B,12.4M
889,Would you like to make friends with me?#shorts,46,English,Short,1,1,1.08B,9.21M
890,🥤 BIG COLA for MOM! KID Shows LOVE! 💖 #shorts #funny,52,English,Short,1,1,1.08B,6.44M
891,ABBA - Dancing Queen (Official Music Video),43,English,Music Video,0,0,1.08B,4.84M
892,Teeth Brushing with Elmo,24,English,Other,0,0,1.08B,3.24M
893,Yes Yes Fruits Song | @CoComelon Nursery Rhymes & Kids Songs,60,English,Kids/Educational,0,0,1.08B,1.41M
894,Daddy Yankee - Que Tire Pa' 'Lante (Video Oficial),50,English,Music Video,0,0,1.08B,5.06M
895,"Fortunately, the breeder closed his feet quickly, otherwise he would have ended up like a pumpkin.",98,English,Other,0,0,1.08B,16.7M
896,Grupo Frontera x Bad Bunny - UN X100TO (Video Oficial),54,English,Music Video,0,0,1.08B,4.24M
897,J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),66,English,Music Video,0,0,1.07B,3.90M
898,JENNIE - 'SOLO' M/V,19,English,Other,0,0,1.07B,15.2M
899,BTS (방탄소년단) 'Butter' Official MV,32,Korean,Music Video,0,0,1.07B,23.9M
900,우리가 친구인 이유😁 Reason Why We are Friends #larva #larvacartoon #라바 #쇼츠 #shorts,74,Korean,Short,1,1,1.07B,10.6M
901,Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video),60,English,Music Video,0,0,1.07B,8.01M
902,"The Kid LAROI, Justin Bieber - STAY (Official Video)",52,English,Music Video,0,0,1.07B,12.4M
903,Waka Waka (Esto es Africa) (Cancion Oficial de la Copa Mundial de la FIFA� Sudafrica 2010),90,English,Other,0,0,1.07B,6.19M
904,"Full Song: O SAKI SAKI | Batla House | Nora Fatehi, Tanishk B,Neha K,Tulsi K, B Praak,Vishal-Shekhar",100,English,Other,0,0,1.07B,4.64M
905,Twin Baby Girls Fight Over Pacifier 🍼,37,English,Kids/Educational,0,0,1.07B,2.38M
906,Mimi x Daniela - She Gets Away With Everything (Music Video),60,English,Music Video,0,0,1.07B,2.90M
907,Guessed the song 🦈? write the name in the comment😜 #alphabetlore #alphabet #babyshark,85,English,Kids/Educational,0,1,1.07B,18.8M
908,Major Lazer - Cold Water (feat. Justin Bieber & MØ) [Official Lyric Video],74,English,Music Video,0,0,1.07B,4.76M
909,Piercing PRANK Gone BAD 🤣🤣🤣🤣,28,English,Comedy/Entertainment,0,0,1.07B,27.2M
910,Sand slime on the moon,22,English,Other,0,0,1.07B,7.66M
911,١٢ يناير ٢٠٢١,13,Arabic,Other,0,0,1.06B,18.7M
912,Khalid - Young Dumb & Broke (Official Video),44,English,Music Video,0,0,1.06B,6.82M
913,Katy Perry - Wide Awake (Official Video),40,English,Music Video,0,0,1.06B,4.70M
914,Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,97,English,Ad/Promo,0,0,1.06B,6.25M
915,Eminem - When I'm Gone (Official Music Video),45,English,Music Video,0,0,1.06B,6.41M
916,Coldplay - A Sky Full Of Stars (Official Video),47,English,Music Video,0,0,1.06B,4.90M
917,One Direction - Story of My Life,32,English,Vlog,0,0,1.06B,8.58M
918,Imagine Dragons - Whatever It Takes (Official Music Video),58,English,Music Video,0,0,1.06B,5.98M
919,BLACKPINK - ‘Pink Venom’ M/V,28,English,Other,0,0,1.06B,17.4M
920,Badshah – Genda Phool | Jacqueline Fernandez | Payal Dev | Hit Anthem of the Year 2021,86,English,Ad/Promo,0,0,1.06B,7.12M
921,Machli Jal Ki Rani hai - Hindi Rhymes | hindi baby songs | Hindi Poem | Jugnu kids nursery rhymes,97,English,Kids/Educational,0,0,1.06B,2.20M
922,The Weeknd - Call Out My Name (Official Video),46,English,Music Video,0,0,1.06B,7.12M
923,The Animal Sounds Song - Kids Songs about Animal Noises,55,English,Kids/Educational,0,0,1.06B,2.95M
924,"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar, Kumar S",99,English,Other,0,0,1.06B,4.60M
925,Do You Like Broccoli Ice Cream? | Food Song for Kids! | Super Simple Songs,74,English,Kids/Educational,0,0,1.06B,1.32M
926,The Colors Song (with Popsicles) | @CoComelon Nursery Rhymes & Kids Songs,73,English,Kids/Educational,0,0,1.06B,2.00M
927,Playground Time! 🙂 Mighty Little Bheem | Netflix Jr,51,English,Kids/Educational,0,0,1.06B,2.80M
928,One Little Finger featuring @NoodleAndPals | Kids Song | Super Simple Songs,75,English,Kids/Educational,0,0,1.05B,1.24M
929,Bad Bunny - Tití Me Preguntó (Video Oficial) | Un Verano Sin Ti,63,English,Music Video,0,0,1.05B,6.15M
930,Banda Los Recoditos - Mi Último Deseo (Video Oficial),53,English,Music Video,0,0,1.05B,2.93M
931,Beyoncé - Single Ladies (Put a Ring on It) (Video Version),58,English,Ad/Promo,0,0,1.05B,4.56M
932,Esperándote - MTZ Manuel Turizo | Video Oficial,47,English,Music Video,0,0,1.05B,2.68M
933,Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO],64,English,Music Video,0,0,1.05B,8.95M
934,3 Doors Down - Here Without You (Official Music Video),54,English,Music Video,0,0,1.04B,4.76M
935,Milky Chance - Stolen Dance (Official 4K Music Video),53,English,Music Video,0,0,1.04B,5.26M
936,El Marinero Baila - Paco El Marinero | El Reino Infantil,56,English,Other,0,0,1.04B,1.53M
937,Pitbull - International Love (Official Video) ft. Chris Brown,61,English,Music Video,0,0,1.04B,3.76M
938,Ozuna - Síguelo Bailando (Video Oficial),40,English,Music Video,0,0,1.04B,3.81M
939,Hatti Raja Kahan Chale Hindi Rhymes,35,English,Kids/Educational,0,0,1.04B,1.95M
940,Anne-Marie - 2002 [Official Video],34,English,Music Video,0,0,1.04B,5.78M
941,Wait for last 🤣🤣 #shorts,24,English,Short,1,1,1.04B,4.28M
942,"Baby Shark, featuring Luis Fonsi | Baby Shark Song | Pinkfong Songs for Children",80,English,Kids/Educational,0,0,1.04B,2.50M
943,$1000 RC CAR VS GIRL TEST in Texas! 😳🚀,38,English,Challenge/Experiment,0,0,1.04B,4.68M
944,"#Video - #Rap Song - हैलो कौन - #Ritesh Pandey,Sneh Upadhya - Hello Koun - New Bhojpuri Song 2023",97,Hindi,Ad/Promo,0,1,1.04B,4.21M
945,How Zach King Gets Away With Doing Graffiti,43,English,Other,0,0,1.04B,24.1M
946,Diana and Roma - mysterious challenge in the house,50,English,Challenge/Experiment,0,0,1.04B,3.32M
947,Ayo & Teo - Rolex (Official Video),34,English,Music Video,0,0,1.04B,9.99M
948,Les mots composés en anglais 3 / Compound words 🇬🇧💕 #apprendre #enfants #débutant #vocabulaire,94,English,Other,0,1,1.04B,6.44M
949,"Sebastián Yatra, Mau y Ricky - Ya No Tiene Novio (Official Video)",65,English,Music Video,0,0,1.04B,3.49M
950,Wheels On The Bus - LooLoo Kids Nursery Rhymes & Kids Songs,59,English,Kids/Educational,0,0,1.04B,2.23M
951,Coldplay - Viva La Vida (Official Video),40,English,Music Video,0,0,1.04B,5.95M
952,Hindi | Nani Teri Morni Ko Mor Le Gaye | नानी तेरी मोरनी को मोर ले गए I Fun For Kids TV,87,Hindi,Kids/Educational,0,0,1.04B,3.94M
953,Bryan Adams - Please Forgive Me (Official Music Video),54,English,Music Video,0,0,1.04B,3.95M
954,Aya Nakamura - Djadja (Clip officiel),37,English,Music Video,0,0,1.04B,5.99M
955,Three years later and we leased our first studio space to continue filming our trick shot videos!!,98,English,Film/Documentary,0,0,1.03B,24.0M
956,Piso 21 - Me Llamas (feat. Maluma) [Remix] | Video Oficial,58,English,Music Video,0,0,1.03B,2.35M
957,"'PREM RATAN DHAN PAYO' Title Song (Full VIDEO) | Salman Khan, Sonam Kapoor | Palak Muchhal T-Series",99,English,Other,0,0,1.03B,3.11M
958,Mumma Anaya Ke Liye Layi Bubble Gun ❤️,38,English,Other,0,0,1.03B,11.3M
959,Ozuna - El Farsante (Audio Oficial) | Odisea,44,English,Other,0,0,1.03B,4.48M
960,#JasonDeruloTV // Via sebastian_schieren #SlowLow,49,English,Other,0,1,1.03B,17.8M
961,Churrasquinho do Menos é Mais - Melhor eu ir/Ligando os Fatos/Sonho de Amor/Deixa eu te querer,94,English,Other,0,0,1.03B,4.42M
962,Bad Bunny - Yonaguni (Video Oficial),36,English,Music Video,0,0,1.03B,7.14M
963,"Becky G, Paulo Londra - Cuando Te Besé (Official Video)",55,English,Music Video,0,0,1.03B,5.02M
964,Clean Up Trash Song | CoComelon Nursery Rhymes & Kids Songs,59,English,Kids/Educational,0,0,1.03B,2.61M
965,Zé Neto e Cristiano - LARGADO ÀS TRAÇAS - Zé Neto e Cristiano Acústico,70,English,Ad/Promo,0,0,1.03B,4.03M
966,Ariana Grande - Focus (Official Video),38,English,Music Video,0,0,1.03B,6.17M
967,JoJo Siwa - BOOMERANG (Official Video),38,English,Music Video,0,0,1.03B,5.37M
968,Ava Max - Sweet but Psycho [Official Music Video],49,English,Music Video,0,0,1.03B,7.60M
969,Cutest Mini Water Dispenser Ever?! 🧃😄 DIY That Actually Works! #fun #build,74,English,Challenge/Experiment,0,1,1.03B,9.96M
970,Kiss - I Was Made For Lovin' You,32,English,Ad/Promo,0,0,1.03B,6.94M
971,BTS (방탄소년단) '피 땀 눈물 (Blood Sweat & Tears)' Official MV,54,Korean,Music Video,0,0,1.03B,15.4M
972,Gorillaz - Clint Eastwood (Official Video),42,English,Music Video,0,0,1.02B,8.95M
973,The Pussycat Dolls - Buttons (Official Music Video) ft. Snoop Dogg,66,English,Music Video,0,0,1.02B,4.13M
974,13 minicars & blue convoy! Play on the lake.,44,English,Other,0,0,1.02B,1.13M
975,E 사이에 있는 I,10,Korean,Other,0,0,1.02B,19.5M
976,भाई ने बहन के लिए Toy 🚘 बनाई | #shorts #funny,45,Hindi,Short,1,1,1.02B,19.0M
977,ToRung comedy: 😂magic box📦,26,English,Comedy/Entertainment,0,0,1.02B,33.5M
978,Jason Derulo - Wiggle feat. Snoop Dogg [Official Music Video],61,English,Music Video,0,0,1.02B,5.97M
979,Rihanna - Man Down,18,English,Other,0,0,1.02B,4.43M
980,Top 10 iPhone Trick Shots,25,English,Other,0,0,1.02B,25.2M
981,Aaj Ki Raat | Stree 2 | Tamannaah Bhatia | Sachin–Jigar | Madhubanti Bagchi | Divya K | Amitabh B,97,English,Ad/Promo,0,0,1.02B,4.68M
982,Human Letter H,14,English,Other,0,0,1.02B,6.86M
983,Masha and The Bear - Bon appétit! 🥟 (Episode 24) New cartoon for kids 2016!,75,English,Kids/Educational,0,0,1.02B,2.85M
984,Rauw Alejandro & Chencho Corleone - El Efecto (Video Oficial),61,English,Music Video,0,0,1.02B,3.88M
985,Titliaan | Harrdy Sandhu | Sargun Mehta | Afsana Khan | Jaani | Avvy Sra | Arvindr Khaira,89,English,Other,0,0,1.02B,9.23M
986,Eminem ft. Rihanna - The Monster (Explicit) [Official Video],60,English,Music Video,0,0,1.02B,6.40M
987,Jessie J - Price Tag ft. B.o.B,30,English,Music Video,0,0,1.01B,5.00M
988,"Mike WiLL Made-It - 23 (Explicit) ft. Miley Cyrus, Wiz Khalifa, Juicy J",71,English,Music Video,0,0,1.01B,5.21M
989,"Bole Chudiyan Full Video - K3G | Amitabh, Shah Rukh, Kajol, Kareena, Hrithik | Udit Narayan",91,English,Other,0,0,1.01B,4.80M
990,Trem da Alegria - Yasmin Verissimo - Música Gospel Infantil 2,61,English,Other,0,0,1.01B,2.85M
991,Adele - Send My Love (To Your New Lover),40,English,Ad/Promo,0,0,1.01B,6.23M
992,Dread Mar I - Así Fue (En Vivo),31,English,Ad/Promo,0,0,1.01B,1.73M
993,🛹You got this! #skateboarding #girlpower,40,English,Other,0,1,1.01B,17.0M
994,ののちゃん4さい こどもうた がリリースされました！#shorts,33,Japanese,Short,1,1,1.01B,6.57M
995,Pew! Pew! Pew! 💦 Brinca com Brody! #shorts,42,English,Short,1,1,1.01B,12.0M
996,Ozuna - Te Vas (Video Oficial),30,English,Music Video,0,0,1.01B,4.23M
997,Aloo Kachaloo Beta Kahan Gaye The | Hindi Rhymes for Children | Infobells,73,English,Kids/Educational,0,0,1.01B,1.58M
998,Billie Eilish - when the party's over,37,English,Other,0,0,1.01B,14.2M
999,Rihanna - Only Girl (In The World),34,English,Other,0,0,1.01B,3.58M
1000,The Weeknd - Blinding Lights (Official Video),47,English,Music Video,0,0,1.01B,11.2M
